series_key,dataset,index,series,type,period,n,h,actual
M3:2841,M3,2841,N2841,other,1,96,8,"[6817.35, 6836.77, 6862.08, 6885.13, 6887.39, 6901.73, 6885.13, 6889.08]"
M3:2842,M3,2842,N2842,other,1,95,8,"[6494.01, 6560.57, 6636.6, 6695.26, 6677.58, 6645.26, 6663.85, 6675.79]"
M3:2843,M3,2843,N2843,other,1,95,8,"[6609.96, 6629.78, 6664.06, 6672.67, 6669.49, 6720.36, 6672.36, 6637.16]"
M3:2844,M3,2844,N2844,other,1,95,8,"[7459.62, 7477.5, 7432.31, 7332.87, 7312.07, 7393.02, 7457.67, 7447.89]"
M3:2845,M3,2845,N2845,other,1,94,8,"[8270.71, 8256.82, 8265.43, 8245.55, 8255.49, 8252.67, 8197.24, 8292.74]"
M3:2846,M3,2846,N2846,other,1,96,8,"[4396.86, 4396.92, 4467.51, 4459.5, 4442.6, 4490.99, 4508.7, 4508.7]"
M3:2847,M3,2847,N2847,other,1,95,8,"[3395.13, 3401.52, 3431.41, 3498.66, 3492.36, 3482.27, 3559.18, 3540.22]"
M3:2848,M3,2848,N2848,other,1,96,8,"[6909.59, 6937.38, 7135.09, 7087.31, 7127.91, 7219.11, 7144.46, 7112.29]"
M3:2849,M3,2849,N2849,other,1,95,8,"[6565.07, 6507.92, 6459.19, 6504.79, 6524.78, 6565.39, 6643.47, 6591.94]"
M3:2850,M3,2850,N2850,other,1,96,8,"[7633.44, 7594.35, 7593.57, 7601.86, 7468.22, 7476.8, 7553.24, 7553.24]"
M3:2851,M3,2851,N2851,other,1,96,8,"[6023.13, 5940.95, 6061.69, 6111.25, 6080.0, 6244.23, 6159.62, 6050.25]"
M3:2852,M3,2852,N2852,other,1,71,8,"[6445.54, 6319.04, 6339.19, 6324.48, 6128.83, 6032.57, 5921.34, 5936.43]"
M3:2853,M3,2853,N2853,other,1,70,8,"[6643.0, 6706.94, 6903.87, 6776.87, 6599.4, 6608.65, 6470.03, 6590.66]"
M3:2854,M3,2854,N2854,other,1,69,8,"[5461.61, 5525.26, 5665.16, 5738.28, 5880.64, 5838.6, 5796.09, 6077.92]"
M3:2855,M3,2855,N2855,other,1,70,8,"[6157.56, 6378.36, 6499.36, 6501.36, 6631.63, 6751.35, 6772.41, 6795.3]"
M3:2856,M3,2856,N2856,other,1,84,8,"[4886.87, 4788.86, 4587.99, 4743.51, 4824.25, 4958.55, 4842.33, 4610.95]"
M3:2857,M3,2857,N2857,other,1,83,8,"[6281.94, 6496.45, 6578.35, 6480.37, 6406.41, 6508.76, 6303.15, 6313.23]"
M3:2858,M3,2858,N2858,other,1,82,8,"[7842.14, 8030.1, 8208.54, 8240.93, 8294.91, 8405.6, 8522.04, 8492.46]"
M3:2859,M3,2859,N2859,other,1,71,8,"[5780.74, 5734.45, 5742.95, 5745.71, 5596.01, 5555.45, 5437.18, 5353.52]"
M3:2860,M3,2860,N2860,other,1,70,8,"[6571.29, 6645.39, 6721.2, 6718.65, 6574.05, 6577.23, 6517.35, 6724.6]"
M3:2861,M3,2861,N2861,other,1,70,8,"[6775.56, 6783.2, 6826.52, 6897.23, 6924.83, 7008.92, 6989.81, 7028.24]"
M3:2862,M3,2862,N2862,other,1,65,8,"[8187.62, 8315.45, 8434.78, 8303.56, 8477.04, 8569.19, 8601.47, 8615.06]"
M3:2863,M3,2863,N2863,other,1,71,8,"[3865.0, 3575.0, 3565.0, 3770.0, 3695.0, 4030.0, 4245.0, 3795.0]"
M3:2864,M3,2864,N2864,other,1,71,8,"[5445.0, 5660.0, 4980.0, 4600.0, 4755.0, 4545.0, 3885.0, 4185.0]"
M3:2865,M3,2865,N2865,other,1,71,8,"[3775.0, 4085.0, 3780.0, 3725.0, 3215.0, 3235.0, 3125.0, 3645.0]"
M3:2866,M3,2866,N2866,other,1,71,8,"[5990.0, 5965.0, 6650.0, 7965.0, 7895.0, 7705.0, 6975.0, 6490.0]"
M3:2867,M3,2867,N2867,other,1,71,8,"[4195.0, 6375.0, 2730.0, 2600.0, 2145.0, 2400.0, 2450.0, 2875.0]"
M3:2868,M3,2868,N2868,other,1,71,8,"[4155.0, 4045.0, 3715.0, 3590.0, 3945.0, 4385.0, 4585.0, 4020.0]"
M3:2869,M3,2869,N2869,other,1,71,8,"[4780.0, 4715.0, 4895.0, 4465.0, 4515.0, 4805.0, 4615.0, 4350.0]"
M3:2870,M3,2870,N2870,other,1,71,8,"[2535.0, 2640.0, 2735.0, 2665.0, 2860.0, 3135.0, 3540.0, 3955.0]"
M3:2871,M3,2871,N2871,other,1,71,8,"[4730.0, 4955.0, 4660.0, 4690.0, 4145.0, 3840.0, 4240.0, 4555.0]"
M3:2872,M3,2872,N2872,other,1,71,8,"[3505.0, 3040.0, 2730.0, 4105.0, 5000.0, 5190.0, 5405.0, 5065.0]"
M3:2873,M3,2873,N2873,other,1,71,8,"[4465.0, 4650.0, 3875.0, 3850.0, 4115.0, 4220.0, 4875.0, 5500.0]"
M3:2874,M3,2874,N2874,other,1,71,8,"[4715.0, 4490.0, 4235.0, 4390.0, 4540.0, 5060.0, 4655.0, 4320.0]"
M3:2875,M3,2875,N2875,other,1,71,8,"[2850.0, 2670.0, 2600.0, 3460.0, 3465.0, 2755.0, 2415.0, 2140.0]"
M3:2876,M3,2876,N2876,other,1,68,8,"[2199.59, 2258.4, 2212.01, 2170.15, 2210.36, 2236.35, 2237.92, 2255.98]"
M3:2877,M3,2877,N2877,other,1,68,8,"[2272.92, 2284.77, 2228.15, 2171.77, 2148.33, 2049.52, 2107.07, 2111.41]"
M3:2878,M3,2878,N2878,other,1,68,8,"[2210.23, 2138.25, 2156.63, 2160.35, 2189.54, 2162.14, 2125.09, 2203.16]"
M3:2879,M3,2879,N2879,other,1,68,8,"[2034.06, 2060.24, 2088.35, 2254.38, 2247.59, 2241.25, 2239.72, 2223.78]"
M4:1,M4,1,T1,yearly,1,31,6,"[7290.2, 7392.6, 7527.6, 7594.8, 7720.7, 7823.2]"
M4:2,M4,2,T2,yearly,1,31,6,"[1598.0, 1366.0, 1288.0, 1148.0, 1139.0, 1062.0]"
M4:3,M4,3,T3,yearly,1,31,6,"[8440.0, 8660.0, 8780.0, 8830.0, 8990.0, 9230.0]"
M4:4,M4,4,T4,yearly,1,31,6,"[9540.0, 9790.0, 9940.0, 9940.0, 10110.0, 10400.0]"
M4:5,M4,5,T5,yearly,1,31,6,"[6840.0, 7420.0, 7570.0, 8010.0, 8240.0, 8730.0]"
M4:6,M4,6,T6,yearly,1,19,6,"[3751.79, 3854.54, 4003.45, 4229.12, 4502.05, 4741.77]"
M4:7,M4,7,T7,yearly,1,19,6,"[3169.24, 3188.37, 3231.05, 3318.34, 3430.45, 3540.68]"
M4:8,M4,8,T8,yearly,1,19,6,"[2357.8, 2357.19, 2359.22, 2346.79, 2349.57, 2352.89]"
M4:9,M4,9,T9,yearly,1,19,6,"[2234.891, 2235.605, 2234.682, 2232.185, 2217.827, 2206.212]"
M4:10,M4,10,T10,yearly,1,19,6,"[2170.204, 2162.9, 2181.906, 2167.475, 2135.708, 2122.196]"
M4:11,M4,11,T11,yearly,1,19,6,"[1442.03, 1445.935, 1455.686, 1460.164, 1462.11, 1466.256]"
M4:12,M4,12,T12,yearly,1,19,6,"[1936.0268, 1957.9027, 1987.1855, 2016.1373, 2034.6528, 2060.5974]"
M4:13,M4,13,T13,yearly,1,19,6,"[5109.5, 4880.8, 4991.3, 5067.7, 5412.5, 5379.0]"
M4:14,M4,14,T14,yearly,1,19,6,"[5198.0, 4969.1, 5156.8, 5287.7, 5609.8, 5612.3]"
M4:15,M4,15,T15,yearly,1,19,6,"[5616.4, 5368.2, 5739.3, 5831.2, 6491.5, 6272.6]"
M4:16,M4,16,T16,yearly,1,19,6,"[3063.2, 2982.7, 3012.5, 3046.1, 3171.5, 3252.4]"
M4:17,M4,17,T17,yearly,1,19,6,"[4062.8, 3896.2, 3931.4, 3975.3, 4132.9, 4226.1]"
M4:18,M4,18,T18,yearly,1,19,6,"[3517.3, 3410.3, 3471.0, 3528.1, 3651.0, 3713.7]"
M4:19,M4,19,T19,yearly,1,19,6,"[2225.75, 2448.49, 2404.06, 2586.15, 2601.35, 2615.08]"
M4:20,M4,20,T20,yearly,1,19,6,"[6618.57, 7190.36, 7241.79, 7562.98, 7534.85, 7461.09]"
M4:21,M4,21,T21,yearly,1,19,6,"[6845.8, 9518.2, 8390.5, 9581.9, 9374.1, 8733.5]"
M4:22,M4,22,T22,yearly,1,19,6,"[3489.29, 3718.48, 3701.49, 3982.13, 3999.56, 4078.38]"
M4:23,M4,23,T23,yearly,1,19,6,"[7646.5, 7951.6, 7434.0, 7537.1, 7316.3, 7240.9]"
M4:24,M4,24,T24,yearly,1,19,6,"[7298.13, 7758.95, 7849.52, 8138.36, 7924.66, 7853.05]"
M4:25,M4,25,T25,yearly,1,19,6,"[2238.35, 2473.02, 2449.83, 2508.1, 2405.14, 2344.65]"
M4:26,M4,26,T26,yearly,1,19,6,"[5727.97, 5875.35, 5869.78, 6260.36, 6221.0, 6273.72]"
M4:27,M4,27,T27,yearly,1,19,6,"[1473.95, 1552.501, 1564.619, 1612.608, 1569.061, 1555.66]"
M4:28,M4,28,T28,yearly,1,19,6,"[1382.963, 1432.702, 1414.062, 1479.589, 1456.518, 1465.493]"
M4:29,M4,29,T29,yearly,1,19,6,"[3895.531, 3878.19, 3902.188, 3885.841, 3853.194, 3842.311]"
M4:30,M4,30,T30,yearly,1,19,6,"[4326.569, 4352.551, 4408.16, 4450.216, 4490.119, 4552.869]"
M4:31,M4,31,T31,yearly,1,19,6,"[3588.233, 3612.289, 3641.019, 3633.453, 3652.999, 3652.519]"
M4:32,M4,32,T32,yearly,1,19,6,"[5092.295, 5060.605, 5064.938, 5059.442, 5048.156, 5053.33]"
M4:33,M4,33,T33,yearly,1,19,6,"[1196.91, 1186.359, 1186.328, 1186.805, 1184.368, 1181.182]"
M4:34,M4,34,T34,yearly,1,19,6,"[1610.1949, 1610.8123, 1627.5814, 1629.4475, 1632.7424, 1638.7307]"
M4:35,M4,35,T35,yearly,1,19,6,"[3206.877, 3186.738, 3205.148, 3204.902, 3208.018, 3234.029]"
M4:36,M4,36,T36,yearly,1,19,6,"[1096.0059, 1092.0504, 1097.9697, 1095.344, 1088.2221, 1087.5634]"
M4:37,M4,37,T37,yearly,1,19,6,"[3751.41, 3742.367, 3776.237, 3798.934, 3798.104, 3831.152]"
M4:38,M4,38,T38,yearly,1,43,6,"[3846.0, 4348.0, 5891.0, 6578.0, 7103.0, 7965.0]"
M4:39,M4,39,T39,yearly,1,56,6,"[3672.0, 3971.0, 4518.0, 5347.0, 5933.0, 6315.0]"
M4:40,M4,40,T40,yearly,1,81,6,"[4830.2, 4971.0, 5137.0, 5268.8, 5448.4, 5606.6]"
M4:41,M4,41,T41,yearly,1,81,6,"[14970.8, 15241.0, 15562.1, 15822.2, 16192.5, 16570.4]"
M4:42,M4,42,T42,yearly,1,50,6,"[5775.2, 5813.3, 5780.9, 5764.6, 5899.0, 6061.5]"
M4:43,M4,43,T43,yearly,1,51,6,"[2969.0, 2882.0, 2911.0, 2891.0, 2929.0, 3015.0]"
M4:44,M4,44,T44,yearly,1,51,6,"[10323.5, 10611.6, 10682.5, 10874.6, 11138.6, 11303.9]"
M4:45,M4,45,T45,yearly,1,51,6,"[10242.4, 10528.1, 10638.5, 10796.8, 11009.8, 11071.6]"
M4:46,M4,46,T46,yearly,1,51,6,"[6536.0, 6627.0, 6545.0, 6144.0, 6011.0, 5925.0]"
M4:47,M4,47,T47,yearly,1,51,6,"[6544.0, 6633.0, 6552.0, 6151.0, 6017.0, 5931.0]"
M4:48,M4,48,T48,yearly,1,81,6,"[6200.0, 5910.0, 5740.0, 5620.0, 5550.0, 5580.0]"
M4:49,M4,49,T49,yearly,1,81,6,"[2495.6, 2458.7, 2438.5, 2433.5, 2432.7, 2441.1]"
M4:50,M4,50,T50,yearly,1,81,6,"[18306.0, 18044.0, 17971.0, 18022.0, 18115.0, 18214.0]"
M4:23001,M4,23001,T1,quarterly,4,25,8,"[6790.6436983268, 6598.9522020838, 6608.5271727941, 6765.9140142966, 6992.9490033757, 6931.539, 7161.2408690999, 6981.3041052596]"
M4:23002,M4,23002,T2,quarterly,4,25,8,"[7081.709669098, 6789.4147232032, 6895.8385448332, 7050.5089388835, 7155.2069693977, 7075.445, 7373.8323829822, 7339.9819028284]"
M4:23003,M4,23003,T3,quarterly,4,25,8,"[7188.8935963719, 6986.3303996862, 7025.1620329953, 7066.2707244612, 7129.5455417523, 7079.719, 7242.259002262, 7043.3453285764]"
M4:23004,M4,23004,T4,quarterly,4,25,8,"[7679.1025642395, 7483.0946573295, 7510.2123804527, 7600.1481926321, 7714.3980099216, 7677.571, 7922.636156863, 7707.1595258304]"
M4:23005,M4,23005,T5,quarterly,4,59,8,"[1150.0, 995.0, 1083.0, 1465.0, 1079.0, 948.0, 1298.0, 1763.0]"
M4:23006,M4,23006,T6,quarterly,4,59,8,"[9761.3, 9808.8, 9912.1, 9985.6, 10009.8, 9980.3, 10102.6, 10168.4]"
M4:23007,M4,23007,T7,quarterly,4,59,8,"[3345.6, 3378.1, 3376.1, 3389.1, 3421.6, 3409.3, 3433.6, 3452.9]"
M4:23008,M4,23008,T8,quarterly,4,59,8,"[2618.8, 2622.7, 2656.9, 2695.4, 2669.3, 2676.7, 2750.0, 2778.7]"
M4:23009,M4,23009,T9,quarterly,4,59,8,"[2455.9, 2468.4, 2483.6, 2508.1, 2506.4, 2503.8, 2527.0, 2528.8]"
M4:23010,M4,23010,T10,quarterly,4,59,8,"[2524.5, 2538.0, 2567.1, 2563.8, 2562.0, 2551.1, 2569.9, 2581.8]"
M4:23011,M4,23011,T11,quarterly,4,59,8,"[1158.3, 1153.0, 1160.9, 1145.8, 1169.3, 1156.0, 1156.2, 1156.1]"
M4:23012,M4,23012,T12,quarterly,4,59,8,"[3153.0, 3097.0, 3256.0, 3385.0, 3264.0, 2977.0, 3349.0, 3657.0]"
M4:23013,M4,23013,T13,quarterly,4,59,8,"[1779.6, 1787.0, 1814.6, 1818.9, 1850.7, 1846.3, 1848.1, 1854.0]"
M4:23014,M4,23014,T14,quarterly,4,59,8,"[12680.0, 12420.0, 12630.0, 12560.0, 13660.0, 12180.0, 12600.0, 12800.0]"
M4:23015,M4,23015,T15,quarterly,4,59,8,"[1415.0, 1322.0, 1276.0, 1463.0, 1260.0, 1281.0, 1510.0, 1497.0]"
M4:23016,M4,23016,T16,quarterly,4,59,8,"[2166.0, 2344.0, 2226.0, 2417.0, 2321.0, 2224.0, 2329.0, 2423.0]"
M4:23017,M4,23017,T17,quarterly,4,59,8,"[2420.7, 2505.6, 2462.6, 2501.0, 2547.8, 2528.8, 2553.9, 2547.1]"
M4:23018,M4,23018,T18,quarterly,4,59,8,"[4907.0, 5013.0, 5200.0, 5202.0, 4724.0, 4933.0, 4979.0, 4868.0]"
M4:23019,M4,23019,T19,quarterly,4,59,8,"[5576.0, 5652.0, 5862.0, 5916.0, 5762.0, 5860.0, 6212.0, 6187.0]"
M4:23020,M4,23020,T20,quarterly,4,59,8,"[6286.0, 6368.0, 6414.0, 6531.0, 6555.0, 6432.0, 6504.0, 6596.0]"
M4:23021,M4,23021,T21,quarterly,4,59,8,"[9547.0, 9720.0, 9905.0, 10123.0, 9862.0, 9957.0, 10302.0, 10331.0]"
M4:23022,M4,23022,T22,quarterly,4,59,8,"[5090.0, 5374.0, 5365.0, 5335.0, 5372.0, 5396.0, 5351.0, 5433.0]"
M4:23023,M4,23023,T23,quarterly,4,143,8,"[5993.0, 5936.1, 6063.8, 6197.4, 6101.3, 6063.9, 6204.5, 6310.4]"
M4:23024,M4,23024,T24,quarterly,4,59,8,"[2333.4, 2317.9, 2360.1, 2402.7, 2367.3, 2348.4, 2371.2, 2383.9]"
M4:23025,M4,23025,T25,quarterly,4,59,8,"[1388.3, 1365.2, 1387.6, 1412.4, 1392.4, 1400.0, 1384.0, 1400.0]"
M4:23026,M4,23026,T26,quarterly,4,59,8,"[7880.0, 7310.0, 7780.0, 9370.0, 7940.0, 7040.0, 8980.0, 9900.0]"
M4:23027,M4,23027,T27,quarterly,4,59,8,"[9347.0, 9279.0, 9395.0, 9567.0, 9295.0, 9287.0, 9535.0, 9526.0]"
M4:23028,M4,23028,T28,quarterly,4,59,8,"[5080.0, 4910.0, 4970.0, 5170.0, 5430.0, 5110.0, 5050.0, 5100.0]"
M4:23029,M4,23029,T29,quarterly,4,59,8,"[1980.0, 1960.0, 1870.0, 1850.0, 1910.0, 2050.0, 1960.0, 1990.0]"
M4:23030,M4,23030,T30,quarterly,4,59,8,"[3130.0, 3180.0, 3120.0, 3110.0, 3140.0, 3230.0, 3160.0, 3160.0]"
M4:23031,M4,23031,T31,quarterly,4,59,8,"[2540.0, 2510.0, 2530.0, 2530.0, 2630.0, 2580.0, 2570.0, 2620.0]"
M4:23032,M4,23032,T32,quarterly,4,59,8,"[4830.0, 4780.0, 4590.0, 4750.0, 4640.0, 5000.0, 4890.0, 4940.0]"
M4:23033,M4,23033,T33,quarterly,4,59,8,"[8270.0, 8470.0, 8350.0, 8370.0, 8590.0, 8590.0, 8650.0, 8740.0]"
M4:23034,M4,23034,T34,quarterly,4,59,8,"[7430.0, 7360.0, 7210.0, 7390.0, 7430.0, 7370.0, 7530.0, 7580.0]"
M4:23035,M4,23035,T35,quarterly,4,59,8,"[10120.0, 10390.0, 10580.0, 10200.0, 10380.0, 10750.0, 10630.0, 10600.0]"
M4:23036,M4,23036,T36,quarterly,4,59,8,"[9150.0, 8930.0, 9160.0, 9270.0, 9300.0, 9530.0, 9280.0, 9340.0]"
M4:23037,M4,23037,T37,quarterly,4,59,8,"[4750.0, 4480.0, 4590.0, 4830.0, 5060.0, 4940.0, 4810.0, 4960.0]"
M4:23038,M4,23038,T38,quarterly,4,59,8,"[6230.0, 6200.0, 6590.0, 6670.0, 6410.0, 6850.0, 7050.0, 7090.0]"
M4:23039,M4,23039,T39,quarterly,4,59,8,"[5410.0, 5600.0, 6150.0, 5820.0, 5520.0, 6200.0, 6240.0, 6960.0]"
M4:23040,M4,23040,T40,quarterly,4,59,8,"[5190.0, 5220.0, 5240.0, 5230.0, 5390.0, 5440.0, 5450.0, 5460.0]"
M4:23041,M4,23041,T41,quarterly,4,59,8,"[1907.0, 1923.0, 1920.0, 1929.0, 1994.0, 1999.0, 1997.0, 1985.0]"
M4:23042,M4,23042,T42,quarterly,4,59,8,"[2144.0, 2186.0, 2190.0, 2123.0, 2291.0, 2288.0, 2281.0, 2191.0]"
M4:23043,M4,23043,T43,quarterly,4,59,8,"[5400.0, 5440.0, 5490.0, 5490.0, 5600.0, 5660.0, 5650.0, 5650.0]"
M4:23044,M4,23044,T44,quarterly,4,59,8,"[1292.0, 1321.0, 1313.0, 1324.0, 1358.0, 1355.0, 1343.0, 1361.0]"
M4:23045,M4,23045,T45,quarterly,4,59,8,"[1923.0, 1981.0, 1977.0, 1988.0, 2072.0, 2074.0, 2024.0, 2000.0]"
M4:23046,M4,23046,T46,quarterly,4,59,8,"[3370.0, 3340.0, 3400.0, 3400.0, 3530.0, 3520.0, 3680.0, 3530.0]"
M4:23047,M4,23047,T47,quarterly,4,59,8,"[9840.0, 9980.0, 9970.0, 9680.0, 9760.0, 10040.0, 10100.0, 9890.0]"
M4:23048,M4,23048,T48,quarterly,4,59,8,"[1406.0, 1469.0, 1459.0, 1402.0, 1462.0, 1408.0, 1454.0, 1492.0]"
M4:23049,M4,23049,T49,quarterly,4,59,8,"[8880.0, 8950.0, 9180.0, 9120.0, 9600.0, 9460.0, 9400.0, 9500.0]"
M4:23050,M4,23050,T50,quarterly,4,59,8,"[9350.0, 9520.0, 9670.0, 9640.0, 10160.0, 10140.0, 10000.0, 10030.0]"
M4:47001,M4,47001,T1,monthly,12,469,18,"[8720.0, 7790.0, 4770.0, 5060.0, 4720.0, 4450.0, 5120.0, 5960.0, 6560.0, 4900.0, 4520.0, 7370.0, 9050.0, 7780.0, 5380.0, 4700.0, 4490.0, 4010.0]"
M4:47002,M4,47002,T2,monthly,12,469,18,"[2090.0, 2180.0, 1760.0, 2290.0, 1500.0, 1370.0, 1810.0, 1450.0, 1370.0, 1380.0, 1710.0, 2140.0, 1870.0, 1670.0, 1800.0, 1800.0, 1790.0, 1600.0]"
M4:47003,M4,47003,T3,monthly,12,469,18,"[13314.0, 13659.0, 13839.0, 13693.0, 13701.0, 13881.0, 13862.0, 13774.0, 13677.0, 13944.0, 14023.0, 13793.0, 13752.0, 13818.0, 13901.0, 14057.0, 14037.0, 14158.0]"
M4:47004,M4,47004,T4,monthly,12,82,18,"[6505.0, 6559.0, 6526.0, 6499.0, 6495.0, 6450.0, 6458.0, 6434.0, 6445.0, 6382.0, 6390.0, 6390.0, 6353.0, 6337.0, 6280.0, 6284.0, 6397.0, 6433.0]"
M4:47005,M4,47005,T5,monthly,12,112,18,"[4390.0, 4470.0, 4350.0, 4420.0, 4480.0, 4440.0, 4340.0, 4280.0, 4210.0, 4280.0, 4350.0, 4290.0, 4320.0, 4370.0, 4390.0, 4480.0, 4390.0, 4380.0]"
M4:47006,M4,47006,T6,monthly,12,666,18,"[11500.0, 11300.0, 11200.0, 11000.0, 10900.0, 10900.0, 10700.0, 10400.0, 10200.0, 10100.0, 10100.0, 10200.0, 10100.0, 10000.0, 10000.0, 10100.0, 10000.0, 10100.0]"
M4:47007,M4,47007,T7,monthly,12,112,18,"[1138.0, 1143.0, 1092.0, 1100.0, 1092.0, 1067.0, 1009.0, 966.0, 930.0, 929.0, 942.0, 930.0, 941.0, 947.0, 949.0, 973.0, 956.0, 944.0]"
M4:47008,M4,47008,T8,monthly,12,112,18,"[1410.0, 1436.0, 1371.0, 1373.0, 1394.0, 1349.0, 1290.0, 1228.0, 1194.0, 1192.0, 1217.0, 1187.0, 1197.0, 1196.0, 1211.0, 1257.0, 1223.0, 1226.0]"
M4:47009,M4,47009,T9,monthly,12,822,18,"[5380.0, 5480.0, 5330.0, 5350.0, 5170.0, 5110.0, 4940.0, 4990.0, 4910.0, 4660.0, 4860.0, 5070.0, 5140.0, 5130.0, 5080.0, 5100.0, 5050.0, 4860.0]"
M4:47010,M4,47010,T10,monthly,12,366,18,"[6560.0, 6490.0, 6390.0, 6340.0, 6210.0, 6070.0, 5890.0, 5720.0, 5630.0, 5530.0, 5370.0, 5330.0, 5260.0, 5310.0, 5280.0, 5350.0, 5450.0, 5450.0]"
M4:47011,M4,47011,T11,monthly,12,618,18,"[11569.0, 11727.0, 12532.0, 12876.0, 12957.0, 12912.0, 12630.0, 12887.0, 12972.0, 12976.0, 12937.0, 12597.0, 11712.0, 11898.0, 12703.0, 13005.0, 13095.0, 13025.0]"
M4:47012,M4,47012,T12,monthly,12,918,18,"[2771.0, 2766.0, 2758.0, 2750.0, 2755.0, 2785.0, 2748.0, 2752.0, 2758.0, 2768.0, 2781.0, 2805.0, 2805.0, 2805.0, 2805.0, 2793.0, 2794.0, 2824.0]"
M4:47013,M4,47013,T13,monthly,12,918,18,"[2177.9, 2173.6, 2164.6, 2156.9, 2156.3, 2163.2, 2152.6, 2150.4, 2153.9, 2165.9, 2173.9, 2195.9, 2198.9, 2195.6, 2194.3, 2183.6, 2182.0, 2186.4]"
M4:47014,M4,47014,T14,monthly,12,726,18,"[4771.0, 4809.0, 5140.0, 5280.0, 5294.0, 5231.0, 5022.0, 5234.0, 5269.0, 5275.0, 5120.0, 4868.0, 4780.0, 4813.0, 5165.0, 5273.0, 5293.0, 5223.0]"
M4:47015,M4,47015,T15,monthly,12,726,18,"[2691.3, 2685.6, 2672.3, 2670.4, 2666.1, 2662.6, 2657.2, 2657.8, 2667.9, 2672.0, 2675.6, 2691.5, 2688.0, 2686.0, 2673.0, 2665.0, 2664.7, 2655.9]"
M4:47016,M4,47016,T16,monthly,12,726,18,"[13218.0, 13369.0, 14038.0, 14375.0, 14462.0, 14390.0, 14151.0, 14362.0, 14455.0, 14452.0, 14555.0, 14352.0, 13339.0, 13507.0, 14182.0, 14503.0, 14611.0, 14518.0]"
M4:47017,M4,47017,T17,monthly,12,726,18,"[6661.9, 6859.3, 7703.6, 8071.5, 8165.7, 8123.6, 7922.1, 8110.1, 8173.3, 8146.9, 8165.5, 7763.7, 6696.4, 6907.5, 7766.7, 8111.0, 8193.0, 8166.8]"
M4:47018,M4,47018,T18,monthly,12,726,18,"[6556.5, 6509.4, 6334.4, 6303.9, 6296.6, 6265.9, 6228.6, 6251.7, 6281.5, 6305.3, 6389.7, 6588.2, 6642.3, 6599.7, 6415.1, 6392.3, 6417.7, 6351.6]"
M4:47019,M4,47019,T19,monthly,12,174,18,"[4430.0, 4080.0, 6290.0, 4010.0, 3260.0, 2740.0, 2220.0, 3000.0, 2590.0, 2860.0, 2780.0, 3780.0, 4680.0, 4170.0, 6520.0, 4540.0, 3190.0, 2870.0]"
M4:47020,M4,47020,T20,monthly,12,174,18,"[3400.0, 3700.0, 4200.0, 3700.0, 4500.0, 3600.0, 3700.0, 7100.0, 3100.0, 3400.0, 3400.0, 3000.0, 3200.0, 3200.0, 4000.0, 4100.0, 3400.0, 3300.0]"
M4:47021,M4,47021,T21,monthly,12,174,18,"[2470.0, 1980.0, 2530.0, 1530.0, 1440.0, 1080.0, 1290.0, 1460.0, 1160.0, 1310.0, 1390.0, 1960.0, 2870.0, 2110.0, 2560.0, 1920.0, 1410.0, 1120.0]"
M4:47022,M4,47022,T22,monthly,12,174,18,"[1640.0, 1350.0, 1600.0, 1450.0, 1110.0, 780.0, 1160.0, 1180.0, 530.0, 650.0, 670.0, 1320.0, 1420.0, 1160.0, 2020.0, 1550.0, 1050.0, 910.0]"
M4:47023,M4,47023,T23,monthly,12,174,18,"[11000.0, 8400.0, 6600.0, 6500.0, 5500.0, 4300.0, 6600.0, 6700.0, 4500.0, 4400.0, 4400.0, 6900.0, 12500.0, 7300.0, 6300.0, 5700.0, 4700.0, 3700.0]"
M4:47024,M4,47024,T24,monthly,12,677,18,"[12016.0, 12048.0, 12094.0, 12107.0, 12189.0, 12248.0, 12287.0, 12335.0, 12269.0, 12267.0, 12388.0, 12450.0, 12507.0, 12559.0, 12567.0, 12608.0, 12664.0, 12643.0]"
M4:47025,M4,47025,T25,monthly,12,677,18,"[6561.8, 6588.0, 6620.8, 6632.6, 6696.3, 6739.7, 6771.4, 6746.1, 6699.2, 6700.3, 6793.7, 6839.5, 6882.4, 6920.3, 6924.3, 6956.3, 6997.9, 6982.4]"
M4:47026,M4,47026,T26,monthly,12,499,18,"[17994.58, 18053.68, 18162.93, 18270.05, 18323.84, 18394.61, 18489.19, 18537.03, 18595.92, 18683.17, 18734.69, 18842.29, 18970.81, 19081.92, 19236.47, 19363.75, 19407.04, 19483.53]"
M4:47027,M4,47027,T27,monthly,12,499,18,"[3426.376, 3395.34, 3401.163, 3403.495, 3373.162, 3368.717, 3392.545, 3341.037, 3262.947, 3252.038, 3247.701, 3281.02, 3319.068, 3318.217, 3352.385, 3383.993, 3371.965, 3396.286]"
M4:47028,M4,47028,T28,monthly,12,365,18,"[2479.88, 2288.06, 2303.05, 2303.18, 2384.32, 2226.72, 2171.43, 1962.83, 2085.92, 2313.22, 2327.68, 2293.64, 2417.86, 2086.15, 2322.98, 2318.52, 2261.54, 2171.57]"
M4:47029,M4,47029,T29,monthly,12,365,18,"[9621.7, 9513.6, 9169.3, 9424.3, 11410.1, 10618.0, 10122.3, 8212.1, 8048.7, 8952.3, 8667.1, 8518.3, 8822.7, 9156.9, 9393.9, 9559.9, 12698.0, 12119.3]"
