series_key,dataset,index,series,type,period,n,h,backend,status,elapsed_seconds,forecast,actual,model_selected,alpha_real,alpha_imag,beta_real,beta_imag,sse,error,finite,smape,mase,mae,rmse
M1:406,M1,406,MRB5,monthly,12,58,18,statsforecast,ok,0.015506799973081797,"[2841.1818313598633, 1644.3314208984375, 3056.893898010254, 3632.0557250976562, 3299.128448486328, 2968.358612060547, 1717.2945556640625, 4139.5859375, 3792.2584838867188, 1564.1190185546875, 3606.7022094726562, 3950.9178466796875, 3086.1410598754883, 1884.6956787109375, 3299.881446838379, 3876.4573364257812, 3545.160675048828, 3215.997039794922]","[3032.52, 3326.0, 3066.12, 3138.41, 2808.51, 2352.03, 2417.0, 2534.29, 2515.48, 874.0, 2110.99, 1710.21, 2033.23, 1756.23, 2491.0, 2369.0, 2365.0, 2149.0]",P,1.1626422273006765,1.0076579874833613,0.04213431874492314,,23827779.91533407,,True,35.71915573328908,1.345855854391209,957.5565451388889,1124.0546392535434
M1:407,M1,407,MRB6,monthly,12,54,18,statsforecast,ok,0.015289399947505444,"[42.70161986351013, 33.980406761169434, 42.26273036003113, 38.21249198913574, 40.020275712013245, 41.259758830070496, 38.940547585487366, 40.253118969500065, 39.30499756336212, 39.66610914468765, 42.132585406303406, 43.16797995567322, 43.62452483177185, 34.921751976013184, 43.20303797721863, 39.15511894226074, 40.9646497964859, 42.20598304271698]","[41.9204, 26.9147, 41.6035, 38.3099, 41.0156, 35.6027, 39.0139, 35.138, 34.5603, 37.0048, 27.8272, 48.4848, 44.2413, 27.3642, 41.4885, 38.3534, 37.7073, 39.2739]",P,1.1701924161632347,1.0022773022985985,0.010004364955743247,,397.4150958312735,,True,9.853739271163727,0.9820239781326664,3.5751471421804695,5.016282274377356
M1:408,M1,408,MRB7,monthly,12,82,18,statsforecast,ok,0.020046299963723868,"[674.6270093917847, 670.8974986076355, 665.6797113418579, 660.4699149131775, 662.4879304170609, 656.7247157096863, 662.3850655555725, 660.873584985733, 661.6435565948486, 659.4767365455627, 655.9366688728333, 650.0170757174492, 650.6333570480347, 647.4384531974792, 641.9218988418579, 637.077214717865, 638.9308625459671, 633.42484998703]","[676.0, 680.0, 688.0, 686.0, 677.0, 694.0, 703.0, 671.0, 688.0, 679.0, 683.0, 663.0, 680.0, 693.0, 668.0, 685.0, 679.0, 644.0]",P,1.8,0.9946253089813,0.01,,13228.857240630916,,True,3.712182096136849,0.6421830199079105,24.797438611586887,28.083180035914303
M1:409,M1,409,MRB8,monthly,12,78,18,statsforecast,ok,0.018273100024089217,"[1012.5533599853516, 993.5987091064453, 1043.8363189697266, 1650.0773010253906, 1891.3550415039062, 1824.990478515625, 995.2756042480469, 1000.55322265625, 880.6825561523438, 605.0017700195312, 888.6609802246094, 1092.3757019042969, 1066.052749633789, 1048.7211456298828, 1098.8648834228516, 1705.3907775878906, 1946.8711547851562, 1880.728271484375]","[722.0, 677.0, 957.0, 1734.0, 2323.0, 1763.0, 608.0, 947.0, 1232.0, 1132.0, 1190.0, 1293.0, 1028.0, 1035.0, 1635.0, 1612.0, 1855.0, 1421.0]",P,1.2161110711371295,1.0048001333734682,0.01,,4545820.484502004,,True,21.39055997924724,0.9319209734580116,240.30853101942273,297.4003907611006
M1:410,M1,410,MRB9,monthly,12,66,18,statsforecast,ok,0.017513700004201382,"[4273.0776443481445, 3844.0034790039062, 3177.1137084960938, 3229.5614013671875, 2615.243896484375, 2258.2559814453125, 2912.21142578125, 3078.2022094726562, 4457.09814453125, 5822.110107421875, 4956.51171875, 2791.8142700195312, 3146.6428298950195, 2832.1646118164062, 2123.4996948242188, 2254.1925048828125, 1623.954345703125, 1322.9119873046875]","[3966.0, 4225.0, 4634.0, 3475.0, 1548.0, 856.0, 6532.0, 2637.0, 5427.0, 4303.0, 5539.0, 2240.0, 4389.0, 5289.0, 5114.0, 6090.0, 3673.0, 2436.0]",P,1.8,0.9556995762212187,0.014538823250376363,,17938770.87882213,,True,43.458535447872336,2.378585908130809,1457.3243476019966,1816.449915106229
M1:411,M1,411,MRB10,monthly,12,66,18,statsforecast,ok,0.01643669995246455,"[3928.6046142578125, 4073.8872032165527, 4311.851455688477, 4309.889297485352, 4251.03617477417, 4150.954284667969, 4497.745674133301, 4645.236869812012, 4534.031402587891, 4543.5191650390625, 4858.982269287109, 4946.626449584961, 4837.4681396484375, 5008.611812591553, 5259.510635375977, 5274.852188110352, 5232.31547164917, 5149.229187011719]","[4109.0, 3511.0, 3667.0, 4416.0, 4065.0, 1732.0, 5061.0, 4516.0, 3798.0, 2695.0, 1314.0, 3409.0, 2496.0, 3514.0, 5800.0, 4776.0, 4578.0, 4037.0]",P,1.2928567360325844,1.0225645311126217,0.01,,8467375.832960458,,True,28.657311603380183,1.6531331840074712,1061.1584362453884,1410.4539511525866
M1:412,M1,412,MRB11,monthly,12,66,18,statsforecast,ok,0.01462639996316284,"[1207.6108856201172, 1072.5220031738281, 1391.9356803894043, 1409.0982818603516, 1528.1371154785156, 1236.1765899658203, 1447.1879043579102, 1483.3524932861328, 1440.0945205688477, 1298.1266403198242, 1228.9138107299805, 1380.2954483032227, 1202.1289520263672, 1065.8484191894531, 1385.8541374206543, 1402.7281646728516, 1521.9132385253906, 1229.8842315673828]","[2402.0, 2138.0, 2532.0, 1966.0, 1479.0, 2509.0, 1840.0, 1798.0, 1574.0, 1506.0, 1664.0, 1710.0, 844.0, 1056.0, 1495.0, 1478.0, 1354.0, 817.0]",P,1.4941281586292812,0.9994167036140904,0.033315102810848006,,6360776.096383022,,True,28.54800413204995,1.2793844257532527,457.000855339898,612.4287044713773
M1:413,M1,413,MRB12,monthly,12,66,18,statsforecast,ok,0.08777799998642877,"[229.84603548049927, 135.53116607666016, 250.63109970092773, 250.91745948791504, 237.5238962173462, 199.3309268951416, 224.5211080312729, 237.12386798858643, 229.49751949310303, 234.78129386901855, 221.43320107460022, 219.5367350578308, 229.61808443069458, 135.29650115966797, 250.39609909057617, 250.68245887756348, 237.2889108657837, 199.09595680236816]","[182.0, 105.0, 181.0, 152.0, 120.0, 184.0, 152.0, 122.0, 124.0, 172.0, 180.0, 151.0, 123.0, 134.0, 115.0, 136.0, 144.0, 158.0]",P,0.9463156460614054,0.9999167122785769,0.010010952140157943,,72751.19426783084,,True,40.07585028058468,1.7944376226189844,74.33624003330867,83.38146801413397
M1:414,M1,414,MRB13,monthly,12,62,18,statsforecast,ok,0.015604500018525869,"[55.43074417114258, 49.53659534454346, 51.05261933803558, 48.88905590772629, 53.44790720939636, 34.96443462371826, 43.46511268615723, 52.70950400829315, 53.49898552894592, 53.13132482767105, 52.65393644571304, 55.92627167701721, 60.67245864868164, 54.80520725250244, 56.371413588523865, 54.2523028254509, 58.85763621330261, 40.42060375213623]","[47.0, 63.0, 70.0, 41.0, 52.0, 15.0, 50.0, 52.0, 46.0, 51.0, 53.0, 51.0, 51.0, 48.0, 41.0, 40.0, 43.0, 21.0]",P,1.2586537751399065,1.0109003155121883,0.022130348356152577,,891.5325612124313,,True,22.390792124023783,1.4618652055560541,9.648310356669956,11.57230864945154
M1:415,M1,415,MRB14,monthly,12,63,18,statsforecast,ok,0.017113399982918054,"[1748.6707153320312, 1612.591941833496, 1729.884292602539, 1666.1185836791992, 891.4351196289062, 1752.5815110206604, 1929.9707336425781, 1843.285743713379, 1899.496192932129, 1939.4798431396484, 1897.3836269378662, 1904.1499366760254, 1990.9061889648438, 1865.457176208496, 1984.0167388916016, 1923.5881881713867, 1151.8356323242188, 2016.0436692237854]","[1523.0, 1597.0, 1392.0, 1654.0, 190.0, 1525.0, 1573.0, 859.0, 985.0, 1227.0, 1122.0, 988.0, 1200.0, 1068.0, 1294.0, 1217.0, 153.0, 1451.0]",P,1.2049396237300207,1.0142243701412714,0.05815347925832981,,1761201.9998810343,,True,48.54657296880441,2.3888831590528805,596.0497686068217,672.632593692897
M1:416,M1,416,MRB15,monthly,12,63,18,statsforecast,ok,0.014794000016991049,"[2398.228271484375, 2243.7909622192383, 2363.753448486328, 2235.872085571289, 1238.7452392578125, 2341.0355854034424, 2623.4273376464844, 2538.483200073242, 2549.301170349121, 2556.5353927612305, 2619.438278198242, 2596.3558807373047, 2686.13232421875, 2521.4718704223633, 2649.370635986328, 2522.189224243164, 1528.6988525390625, 2633.4877338409424]","[2366.0, 2821.0, 2522.0, 2453.0, 765.0, 2233.0, 2358.0, 1443.0, 1450.0, 1525.0, 1530.0, 1306.0, 1620.0, 1512.0, 1796.0, 1635.0, 565.0, 2132.0]",P,1.390782809369175,1.013689791186687,0.04562103554900127,,3888252.9682860114,,True,37.527515210024255,1.7084734720382189,706.638027826945,812.7006541222928
M1:417,M1,417,MRB16,monthly,12,54,18,statsforecast,ok,0.016369100019801408,"[2264.3663635253906, 1578.036376953125, 2752.2344818115234, 2854.201972961426, 2935.578353881836, 2938.0672607421875, 2766.6868000030518, 2878.563751220703, 3147.5396728515625, 2911.865791320801, 2808.0116987228394, 3027.6956481933594, 2405.3385314941406, 1720.527587890625, 2895.1934661865234, 2997.792304992676, 3079.778060913086, 3082.8826904296875]","[2602.0, 1453.0, 2750.0, 3031.0, 2908.0, 2222.0, 3157.0, 2544.0, 3116.0, 3091.0, 3088.0, 2843.0, 2253.0, 1609.0, 2705.0, 2917.0, 1872.0, 1834.0]",P,1.1484841229049494,1.0049171254146083,0.05729615364667918,,3867696.203791796,,True,12.641239678287166,1.00051136661453,320.94975339041815,481.9552328556787
M1:418,M1,418,MRB17,monthly,12,63,18,statsforecast,ok,0.017683300015050918,"[372.0420207977295, 332.3776741027832, 356.5163059234619, 317.3180866241455, 277.4093437194824, 300.5934867858887, 403.25604248046875, 332.1041564941406, 401.0072479248047, 280.909969329834, 340.2922282218933, 365.57868576049805, 361.083402633667, 321.8247261047363, 345.9382724761963, 306.77502632141113, 266.8928031921387, 290.1045951843262]","[343.0, 283.0, 344.0, 327.0, 212.0, 282.0, 334.0, 304.0, 323.0, 224.0, 283.0, 185.0, 306.0, 216.0, 270.0, 256.0, 248.0, 260.0]",P,1.1422910872544183,0.9970221915172791,0.015306904107447818,,108456.65295830865,,True,18.689507075358417,1.2019394033731536,55.077105601628624,67.82259278360948
M1:419,M1,419,MRB18,monthly,12,62,18,statsforecast,ok,0.02005939994705841,"[701.99001121521, 717.8846054077148, 694.625114440918, 692.189977645874, 678.5576086044312, 504.5315856933594, 623.3658447265625, 759.3076400756836, 676.3553590774536, 720.6814613342285, 607.2917442321777, 651.0872507095337, 695.063009262085, 710.8742904663086, 687.6284103393555, 685.198766708374, 671.5725622177124, 497.5526428222656]","[692.0, 672.0, 660.0, 708.0, 650.0, 466.0, 567.0, 671.0, 534.0, 662.0, 492.0, 557.0, 522.0, 545.0, 591.0, 492.0, 552.0, 442.0]",P,1.0845581110607159,0.9990519957978525,0.02122496070816651,,95676.42262566724,,True,14.010564459935056,1.9807377199828087,85.13210720486111,101.18584992709168
M1:420,M1,420,MRB19,monthly,12,63,18,statsforecast,ok,0.017512300051748753,"[238.95550501346588, 234.3574981689453, 226.7120180130005, 230.16582107543945, 203.6094741821289, 229.70185470581055, 285.12572860717773, 269.8189888000488, 246.43548774719238, 251.29461002349854, 255.4742512702942, 286.68762588500977, 265.0854946374893, 261.4347686767578, 253.90250873565674, 257.62280654907227, 231.3078384399414, 257.6487236022949]","[214.0, 208.0, 282.0, 200.0, 171.0, 261.0, 252.0, 207.0, 224.0, 297.0, 246.0, 185.0, 199.0, 140.0, 229.0, 268.0, 152.0, 150.0]",P,1.1717721599472748,1.010560230621238,0.02884093368428056,,44067.34693592116,,True,22.11612162305383,1.5017487766165802,49.204356975025604,59.21368542481836
M1:421,M1,421,MRB20,monthly,12,62,18,statsforecast,ok,0.016169400012586266,"[1140.1483764648438, 1101.4524230957031, 1059.3376789093018, 948.7246170043945, 961.5415496826172, 943.4103927612305, 1092.6513977050781, 1179.5457000732422, 1140.5637512207031, 1003.6286697387695, 1066.0022540092468, 934.5934600830078, 1200.9702758789062, 1162.3617248535156, 1120.5740070343018, 1010.2500076293945, 1023.3639373779297, 1005.530143737793]","[884.0, 1002.0, 1023.0, 926.0, 943.0, 735.0, 954.0, 994.0, 618.0, 940.0, 932.0, 805.0, 820.0, 852.0, 678.0, 866.0, 861.0, 667.0]",P,1.1604668738343324,1.005607811947006,0.01,,500647.3637395596,,True,21.288623483784885,2.0070632983026124,199.70279818110996,245.600119090142
M1:422,M1,422,MRB21,monthly,12,60,18,statsforecast,ok,0.018151699972804636,"[992.8433609008789, 1017.6611022949219, 1107.3150444030762, 1063.4072856903076, 1034.8948211669922, 1199.2807312011719, 1039.9793224334717, 761.709228515625, 1108.8796863555908, 1138.3113632202148, 1127.0167751312256, 1094.2748432159424, 1067.529396057129, 1092.6268005371094, 1182.7446098327637, 1139.2700786590576, 1111.1995086669922, 1276.0286560058594]","[1108.0, 1119.0, 1064.0, 1147.0, 1189.0, 943.0, 1139.0, 451.0, 933.0, 965.0, 777.0, 795.0, 810.0, 837.0, 846.0, 888.0, 783.0, 944.0]",P,1.1769994196807818,1.0068744107710317,0.043856861242535294,,240009.8085890094,,True,22.708434028032837,2.491641393547788,217.96671273973254,238.9065073048786
M1:423,M1,423,MRB22,monthly,12,63,18,statsforecast,ok,0.02604050002992153,"[695.1393928527832, 702.5612983703613, 726.2033195495605, 603.7441558837891, 371.4529724121094, 737.4917984008789, 698.8619937896729, 702.2780570983887, 708.3213348388672, 712.3146781921387, 648.451738357544, 704.2473564147949, 704.5662727355957, 712.0585517883301, 735.6997184753418, 613.2542266845703, 380.9737854003906, 747.0239639282227]","[620.0, 659.0, 616.0, 602.0, 277.0, 457.0, 532.0, 480.0, 474.0, 464.0, 496.0, 495.0, 517.0, 387.0, 481.0, 429.0, 185.0, 467.0]",P,1.203391608663263,1.0014241968127333,0.01,,247385.74227665935,,True,33.40059236294918,2.489374146402491,181.4802563985189,200.64013360029682
M1:424,M1,424,MRB23,monthly,12,63,18,statsforecast,ok,0.014842399978078902,"[611.251148223877, 624.0461654663086, 575.8908414840698, 554.6795139312744, 482.75614166259766, 533.2098731994629, 555.5437355041504, 592.1764011383057, 565.169620513916, 638.0973682403564, 610.1191210746765, 713.7356567382812, 682.461109161377, 693.0318832397461, 647.9260587692261, 625.5055637359619, 555.8343887329102, 605.7496681213379]","[592.0, 760.0, 690.0, 795.0, 124.0, 588.0, 331.0, 409.0, 380.0, 441.0, 477.0, 281.0, 422.0, 368.0, 268.0, 307.0, 143.0, 272.0]",P,1.8,1.0178367846370657,0.02595593780716916,,211519.52755504186,,True,51.8260510840685,2.405504170054678,239.4184150430891,267.1373658684718
M1:425,M1,425,MRB24,monthly,12,63,18,statsforecast,ok,0.016419799998402596,"[265.88056087493896, 269.33042895793915, 251.72446060180664, 229.60525512695312, 223.8178253173828, 269.393816947937, 264.88897228240967, 283.5951871871948, 313.84619903564453, 320.80238342285156, 288.92598390579224, 318.3891944885254, 281.30463314056396, 284.78355395793915, 267.2544593811035, 245.20645141601562, 239.49134826660156, 285.1398801803589]","[214.0, 322.0, 261.0, 228.0, 171.0, 247.0, 305.0, 338.0, 324.0, 296.0, 284.0, 222.0, 251.0, 215.0, 142.0, 139.0, 100.0, 190.0]",P,1.1214275910948641,1.0052125967475727,0.023340253182837948,,108795.58315026137,,True,24.301032370857822,1.3797971459692202,54.867227686776054,68.60260396627645
M1:426,M1,426,MRB25,monthly,12,105,18,statsforecast,ok,0.03153719997499138,"[25787.872802734375, 23708.213256835938, 24053.697265625, 22161.655517578125, 21344.1796875, 25385.355072021484, 27806.634887695312, 26566.675170898438, 27763.352783203125, 31316.22705078125, 29973.43310546875, 26738.184173583984, 26701.10174560547, 24625.353759765625, 24974.1845703125, 23085.9970703125, 22271.447265625, 26314.08657836914]","[22063.0, 24783.0, 25923.0, 20796.0, 21257.0, 23026.0, 26802.0, 25358.0, 27267.0, 32287.0, 31038.0, 27664.0, 26828.0, 22133.0, 26347.0, 22300.0, 21400.0, 26100.0]",F,1.266853625067352,1.0037329342537682,0.96617822198423,0.9997618664618876,199606636.52756172,,True,4.935422181488871,0.6449930747740314,1223.087190416124,1511.9578270902741
M1:427,M1,427,MRB26,monthly,12,105,18,statsforecast,ok,0.030255400051828474,"[25790.47979736328, 23718.466552734375, 24063.6796875, 22168.014892578125, 21301.38623046875, 25397.007232666016, 27809.929443359375, 26584.880126953125, 27776.341186523438, 31309.5654296875, 29984.82373046875, 26749.40512084961, 26706.53826904297, 24638.738647460938, 24987.356323242188, 23095.712646484375, 22231.96923828125, 26329.029083251953]","[22063.0, 24783.0, 25923.0, 20796.0, 21408.8, 23026.0, 26802.0, 25358.0, 27267.0, 32287.0, 31038.0, 27664.0, 26828.0, 22133.0, 26347.0, 22300.0, 20809.7, 26100.0]",F,1.266107913942514,1.0037421306923018,0.9671690932765675,0.9997331762758777,195458542.0425048,,True,5.094300185921351,0.6725748873187485,1256.943386162652,1537.173582645562
M1:428,M1,428,MRB27,monthly,12,105,18,statsforecast,ok,0.03277280001202598,"[17907.408966064453, 16401.631469726562, 16668.591369628906, 15308.099853515625, 15070.853515625, 17359.183837890625, 18491.184631347656, 18373.665161132812, 18867.86883544922, 20796.906494140625, 20547.177490234375, 18946.39385986328, 18869.291778564453, 17374.149047851562, 17643.808166503906, 16288.138916015625, 16055.177734375, 18347.959228515625]","[16916.0, 16351.0, 17362.0, 14497.0, 14803.0, 16345.0, 18052.0, 18355.0, 18125.0, 21438.0, 20486.0, 19067.0, 18761.0, 15703.0, 18361.0, 15870.0, 15110.0, 18350.0]",P,1.2599735227408375,1.0056801671878783,0.010225205258158484,,40075616.0436361,,True,3.1757631414861596,0.5088239872892726,539.6762288411459,698.6446734548304
M1:429,M1,429,MRB28,monthly,12,66,18,statsforecast,ok,0.024043699959293008,"[17483.04443359375, 17113.41943359375, 15717.9580078125, 15324.24136352539, 14004.634765625, 14396.482482910156, 13150.61328125, 13093.57763671875, 15061.900634765625, 16146.541870117188, 16001.720123291016, 16631.749633789062, 18487.52099609375, 18111.29541015625, 16723.6376953125, 16334.82534790039, 15020.748046875, 15418.032287597656]","[18300.0, 17275.0, 15844.0, 15455.0, 14161.0, 14964.0, 12957.0, 13015.8, 16267.0, 15707.0, 16894.0, 17225.0, 19089.0, 18982.0, 17269.0, 16698.0, 15653.0, 15490.0]",P,1.1982959571520815,1.006465231504677,0.02383585317088079,,16400901.9527515,,True,2.860194046760245,0.49856379025890285,469.2067847357856,570.783229190076
M1:430,M1,430,MRB29,monthly,12,78,18,statsforecast,ok,0.019492599996738136,"[156.05658388137817, 150.3100368976593, 144.5016040802002, 142.7202582359314, 145.8193529844284, 145.17131924629211, 144.35361170768738, 144.3439381122589, 149.177659034729, 152.74072647094727, 143.57673859596252, 149.03599190711975, 151.58235597610474, 145.76860928535461, 140.00903511047363, 138.22158575057983, 141.34054744243622, 140.7000515460968]","[141.458, 138.162, 134.264, 142.143, 144.311, 142.776, 142.526, 140.48, 143.768, 145.783, 148.75, 141.233, 148.518, 156.396, 145.711, 146.542, 145.382, 144.782]",P,1.4757038339801047,0.9962239910840028,0.010124889029741355,,3331.5985847850693,,True,4.14098623992948,0.5761042507665474,6.018770600212944,7.127843744591018
M1:431,M1,431,MRB30,monthly,12,39,18,statsforecast,ok,0.01205580000532791,"[10410.229118347168, 10787.947937011719, 11739.044799804688, 11255.134582519531, 11723.456298828125, 13608.719909667969, 13738.141967773438, 14168.535400390625, 16374.283386230469, 15746.8505859375, 17425.857524871826, 18682.954376220703, 19514.792594909668, 20294.56121826172, 21794.961791992188, 21834.17950439453, 22878.410400390625, 25359.58514404297]","[7898.0, 7819.0, 8591.0, 6602.0, 5937.0, 9308.0, 6087.0, 5752.0, 7438.0, 5142.0, 6382.0, 8571.0, 5454.0, 5078.0, 6127.0, 3759.0, 3343.0, 7109.0]",P,1.3894542953749178,1.0775308975676312,0.06069054327890846,,20982440.636800323,,True,83.2353303619815,4.5488380285655685,10052.258141199747,11452.186626462408
M1:432,M1,432,MRB31,monthly,12,39,18,statsforecast,ok,0.015004599990788847,"[8295.772735595703, 8912.325073242188, 9778.221099853516, 10290.509521484375, 11255.999267578125, 13392.515808105469, 13504.670568466187, 14617.636154174805, 15766.703918457031, 16126.612182617188, 17958.127990722656, 20036.408447265625, 20584.069610595703, 21992.704956054688, 23916.698638916016, 25461.306396484375, 27591.312744140625, 30952.52947998047]","[7169.0, 7632.0, 8164.0, 6796.0, 5910.0, 10239.0, 9589.0, 7878.0, 9094.0, 5940.0, 6146.0, 7710.0, 5396.0, 5601.0, 5408.0, 4517.0, 3527.0, 6495.0]",P,1.4372068353001513,1.1142876724136206,0.038855389502612164,,16689668.30213335,,True,77.31090810328459,5.654921003797715,10401.28469965193,12941.380007963284
M1:433,M1,433,MRB32,monthly,12,39,18,statsforecast,ok,0.013042400008998811,"[8.003198236227036, 8.41513114850386, 8.718712449073792, 8.305078983306885, 8.732865363359451, 8.94165152311325, 8.958341270685196, 8.768818605691195, 8.907391168177128, 8.457195281982422, 8.540222704410553, 9.02414883673191, 8.641186326742172, 9.061698493169388, 9.365522980690002, 8.958897113800049, 9.388282805681229, 9.603072345256805]","[8.1588, 8.5289, 8.6167, 8.4574, 8.4253, 8.8548, 8.6571, 8.5934, 8.7063, 8.3359, 8.3485, 8.5817, 8.0427, 8.4051, 8.4935, 8.1218, 7.7297, 8.3111]",P,1.8,1.0111393688963402,0.023211474300474343,,2.7109804982674865,,True,5.297305767953513,0.5546749493730465,0.4592277166959313,0.6347634064896368
M1:434,M1,434,MNF1,monthly,12,104,18,statsforecast,ok,0.03172899998025969,"[27633.97119140625, 36895.113037109375, 35258.852111816406, 37835.922119140625, 40207.04443359375, 36002.703674316406, 43571.23828125, 39257.59716796875, 36854.21826171875, 37392.86193847656, 35180.38543701172, 15996.46875, 29159.03759765625, 38418.691162109375, 36791.375549316406, 39372.230712890625, 41749.73974609375, 37550.520080566406]","[27518.0, 36765.0, 32517.0, 37962.0, 36341.0, 35300.0, 37157.0, 32392.0, 35056.0, 34249.0, 33890.0, 14524.0, 30123.0, 32524.0, 33972.0, 36899.0, 27951.0, 35932.0]",P,1.4937599378363853,1.0053859703088943,0.01,,1816326781.058855,,True,8.989538147063858,0.4261302803911178,3124.225101047092,4539.951627630843
M3:1,M3,1,N0001,yearly,1,14,6,statsforecast,ok,0.0028502000495791435,"[5538.52783203125, 6179.748046875, 6915.64404296875, 7720.38671875, 8635.9873046875, 9644.361328125]","[5379.75, 6158.68, 6876.58, 7851.91, 8407.84, 9156.01]",N,1.8,1.2254880905151342,,,266869.8110007591,,True,2.2296581954806265,0.5784521409721541,177.82197265624987,236.2967230077204
M3:2,M3,2,N0002,yearly,1,14,6,statsforecast,ok,0.0013849000097252429,"[4195.79248046875, 4195.7763671875, 4200.5556640625, 4201.49853515625, 4205.51611328125, 4207.0751953125]","[4793.2, 5602.0, 5065.0, 5056.0, 5067.2, 5209.6]",N,1.8,1.0011360168457035,,,8217560.694068597,,True,19.832481573448874,1.7529150412379908,931.1309407552084,962.5792190664835
M3:3,M3,3,N0003,yearly,1,14,6,statsforecast,ok,0.001406199997290969,"[3373.839599609375, 3366.89306640625, 3295.849365234375, 3276.240966796875, 3217.097412109375, 3190.027099609375]","[3070.2, 3601.6, 3407.4, 3500.6, 3437.8, 3007.0]",N,1.8,0.9772955894470211,,,8157558.032674165,,True,6.441573786190055,0.37480551256549416,212.9976481119792,220.70848893106967
M3:4,M3,4,N0004,yearly,1,14,6,statsforecast,ok,0.0010822000331245363,"[4482.4697265625, 4514.80517578125, 4533.6630859375, 4563.6259765625, 4584.89306640625, 4613.41552734375]","[4656.0, 5228.52, 5656.72, 5077.02, 5403.4, 5009.52]",N,1.8,1.0099781036376936,,,7716846.921395794,,True,12.627014063788415,1.002205701059026,623.0512402343752,694.1642715324612
M3:5,M3,5,N0005,yearly,1,14,6,statsforecast,ok,0.0012491000234149396,"[5238.2548828125, 5194.1376953125, 5146.6884765625, 5102.6015625, 5056.57421875, 5012.7958984375]","[5250.9, 4899.2, 4317.9, 4007.9, 4323.4, 4819.4]",N,1.8,0.9842041015625,,,8260535.728815586,,True,11.19951712488839,0.8325172021174462,526.2738281250001,651.582228310414
M3:6,M3,6,N0006,yearly,1,14,6,statsforecast,ok,0.0010716000106185675,"[4243.7724609375, 4460.751953125, 4641.333984375, 4869.1416015625, 5074.2392578125, 5316.5166015625]","[4338.03, 4185.92, 3950.49, 3715.59, 3958.3, 4140.39]",N,1.8,1.083455276489256,,,962894.4444746831,,True,16.848708591048936,3.0643656357709217,750.9251562499999,868.0397460536415
M3:7,M3,7,N0007,yearly,1,14,6,statsforecast,ok,0.0010328000062145293,"[5183.1923828125, 5342.3994140625, 5494.8505859375, 5658.46484375, 5822.95703125, 5994.5693359375]","[5163.21, 5089.94, 4786.4, 4926.47, 5068.83, 5318.19]",N,1.5564402963036628,1.0465042114257797,,,4085605.1138971862,,True,9.773989327338718,1.1300648468744938,523.8989322916668,595.5460128751056
M3:8,M3,8,N0008,yearly,1,14,6,statsforecast,ok,0.0010322000016458333,"[10853.126953125, 11713.978515625, 14214.4638671875, 15656.201171875, 18679.697265625, 20861.4375]","[8809.8, 8953.5, 7991.01, 7294.08, 7163.37, 7478.31]",N,1.8,1.2938476562499983,,,18359262.345200956,,True,59.99909923103227,12.088990566880947,7381.472545572917,8487.10561747407
M3:9,M3,9,N0009,yearly,1,14,6,statsforecast,ok,0.001129999989643693,"[4880.25537109375, 5122.97900390625, 5077.0048828125, 5269.3603515625, 5269.65576171875, 5429.4404296875]","[6277.6, 7446.28, 6741.69, 6600.69, 7850.17, 8485.26]",N,1.8,1.0303682327270482,,,15052041.638218112,,True,32.64612313426063,2.3046875725982705,2058.8323665364583,2156.0380981039725
M3:10,M3,10,N0010,yearly,1,14,6,statsforecast,ok,0.0012532999971881509,"[10467.15234375, 11150.5966796875, 12164.611328125, 13016.078125, 14148.7841796875, 15183.4619140625]","[10042.9, 10173.0, 8751.0, 3472.0, 3187.0, 3058.0]",N,1.8,1.1491111755371077,,,2764153.0447192844,,True,70.1875975921752,10.9775590589509,6241.130761718749,7864.110395825112
M3:11,M3,11,N0011,yearly,1,14,6,statsforecast,ok,0.002002699999138713,"[5111.2138671875, 5942.43408203125, 6242.89453125, 7124.96826171875, 7598.50439453125, 8565.482421875]","[5388.4, 5766.2, 5937.9, 5627.4, 5982.7, 5931.6]",N,1.8,1.1888859868049604,,,1024260.3471330085,,True,16.152732227066057,3.7593427246036026,1084.2783040364584,1413.72931285432
M3:12,M3,12,N0012,yearly,1,14,6,statsforecast,ok,0.001958400011062622,"[5441.203125, 6457.40625, 7189.71435546875, 8416.158203125, 9471.54296875, 10993.8525390625]","[5949.5, 6616.5, 7247.0, 8205.0, 10158.5, 12495.5]",N,1.7544498243713051,1.2754872560501083,,,577404.571759093,,True,5.746297160282249,1.529884779196338,520.7398274739584,713.9562341819959
M3:13,M3,13,N0013,yearly,1,14,6,statsforecast,ok,0.0016952999867498875,"[6453.07177734375, 7060.63720703125, 7648.5, 8353.2353515625, 9062.3046875, 9885.1884765625]","[6271.0, 6901.8, 6479.2, 6452.3, 6271.6, 6405.2]",N,1.8,1.1664192199707015,,,700405.8054322076,,True,21.08210673586527,4.636434170635841,1613.6395833333333,2038.6903288265282
M3:14,M3,14,N0014,yearly,1,14,6,statsforecast,ok,0.002089899964630604,"[3434.23779296875, 3209.314453125, 3256.44482421875, 3094.63037109375, 3098.149169921875, 2975.658935546875]","[4010.8, 4120.8, 4084.2, 4330.2, 4552.4, 4724.0]",N,1.8,0.9613281250000005,,,6546939.449573968,,True,29.93720507192229,2.4507195692007717,1125.6607421874999,1193.4950617187976
